          x(meter)            y(meter)                 u(m/s)              v(m/s)
         73379.19531        4247650.00000             -0.04677              0.06602
         73400.05469        4247117.50000             -0.04274              0.04417
         73062.50781        4246883.50000             -0.02677              0.04312
         73106.53906        4246349.00000             -0.02845              0.02987
         72755.83594        4246114.00000             -0.02077              0.02807
         72849.77344        4245565.00000             -0.02307              0.02000
         72477.47656        4245353.50000             -0.01786              0.01913
         72546.64063        4244841.00000             -0.01727              0.01419
         72121.97656        4244692.00000             -0.01382              0.01149
         72092.94531        4244270.50000             -0.01191              0.00863
         72407.07031        4243905.50000             -0.01291              0.00854
         72122.89063        4243541.00000             -0.01014              0.00514
         72251.67188        4243127.50000             -0.00648              0.00494
         71867.19531        4242823.00000             -0.00424              0.00073
         71995.50781        4242350.50000              0.00136              0.00106
         72527.04688        4242202.00000              0.00004              0.00421
         72706.96094        4241731.50000              0.00356              0.00217
         72474.03906        4241267.00000              0.00687              0.00174
         72027.17969        4241280.50000              0.01007             -0.00610
         71824.04688        4240849.50000              0.01461             -0.00168
         72064.00781        4240305.50000             -0.00339             -0.01205
         71719.14844        4239994.50000             -0.00577              0.00074
         75607.39844        4234107.00000              0.00000              0.00000
         94710.14063        4331727.50000             -0.03211              0.00934
         94216.21094        4331661.00000             -0.02222             -0.06953
         93887.50000        4332227.00000              0.02614             -0.03066
         93433.11719        4332302.00000              0.02050              0.02383
         93230.11719        4331711.00000              0.01691             -0.00727
         92716.00781        4331723.00000              0.00546              0.02504
         92380.32813        4332326.00000              0.04701              0.03539
         91815.03125        4332218.00000              0.05410              0.02078
         91584.30469        4331563.00000              0.02761              0.00581
         90955.23438        4331402.50000              0.03008             -0.00647
         90704.25000        4330781.00000              0.01781             -0.00510
         90040.32813        4330610.50000              0.02026             -0.01385
         89814.53906        4329995.00000              0.00670             -0.01108
         89139.63281        4329819.00000              0.00673             -0.01662
         88673.22656        4330280.00000              0.00620             -0.01709
         87985.27344        4330141.00000              0.00381             -0.01935
         87796.21094        4329495.50000             -0.00034             -0.01505
         87083.35156        4329370.00000             -0.00020             -0.01927
         86966.70313        4328681.50000             -0.00266             -0.01681
         86362.23438        4328488.00000             -0.00831             -0.01079
         86272.81250        4327772.50000             -0.00262             -0.01437
         85583.82031        4327676.00000             -0.00224             -0.01427
         85352.67188        4327046.50000             -0.00402             -0.01638
         84657.75781        4326993.00000             -0.00640             -0.01073
         84409.25781        4326305.50000             -0.00202             -0.01245
         83683.33594        4326273.00000             -0.00087             -0.00959
         83318.75000        4325620.00000              0.00483             -0.01393
         82519.30469        4325650.00000              0.00523             -0.01212
         82069.25000        4325036.50000              0.00447             -0.01147
         81275.82813        4325094.00000              0.00420             -0.00907
         80858.90625        4324453.50000              0.00193             -0.00804
         80115.28906        4324504.50000              0.00128             -0.00480
         79723.25781        4323839.50000              0.00048             -0.00450
         78979.07031        4323914.00000              0.00000             -0.00208
         78560.11719        4323263.50000              0.00077             -0.00229
         77814.80469        4323366.00000              0.00060             -0.00117
         77409.14844        4322702.50000              0.00023             -0.00142
         76704.65625        4322796.00000              0.00001             -0.00044
         76316.27344        4322114.00000             -0.00179              0.00009
         75616.39063        4322222.50000             -0.00229              0.00192
         75160.43750        4321596.00000             -0.00215             -0.00066
         74421.70313        4321757.50000             -0.00220              0.00080
         73874.32813        4321210.50000             -0.00182             -0.00072
         74066.61719        4320502.50000             -0.00462              0.00036
         73503.81250        4319974.00000             -0.00475              0.00026
         73719.20313        4319254.50000             -0.00748              0.00181
         73170.74219        4318703.00000             -0.00786              0.00426
         73383.56250        4317969.50000             -0.00912              0.00508
         72831.92188        4317407.00000             -0.00746              0.00308
         73038.18750        4316660.00000             -0.00976              0.00346
         72468.63281        4316106.50000             -0.00737              0.00138
         72653.21875        4315362.50000             -0.00844              0.00170
         72056.57031        4314828.50000             -0.00785              0.00250
         72205.53906        4314076.50000             -0.00736              0.00334
         72929.13281        4313812.50000             -0.00801              0.00307
         73043.25000        4313004.50000             -0.00894              0.00264
         72451.51563        4312511.00000             -0.00934              0.00277
         72566.00781        4311708.00000             -0.00862              0.00157
         71952.73438        4311229.50000             -0.00852              0.00190
         72039.85156        4310429.00000             -0.00853              0.00097
         71401.83594        4309963.50000             -0.00953              0.00168
         71462.49219        4309158.50000             -0.00973              0.00114
         72168.48438        4308814.50000             -0.01050              0.00088
         72214.09375        4307950.50000             -0.00981              0.00073
         71530.92969        4307497.50000             -0.01005              0.00150
         71469.53906        4306631.50000             -0.00871              0.00039
         70735.44531        4306267.50000             -0.00861              0.00103
         70631.00781        4305400.00000             -0.00949              0.00050
         69934.17188        4305091.00000             -0.01003              0.00096
         69799.14063        4304245.50000             -0.00976              0.00101
         69084.21094        4303991.50000             -0.00962              0.00049
         68900.46875        4303174.50000             -0.00796              0.00037
         68164.63281        4302955.00000             -0.00825              0.00057
         67944.03125        4302162.00000             -0.00919              0.00064
         68389.44531        4301508.00000             -0.00832              0.00113
         68074.30469        4300645.00000             -0.00909              0.00229
         68420.38281        4299904.00000             -0.00792              0.00236
         68072.27344        4298961.00000             -0.00689              0.00246
         67388.61719        4298884.00000             -0.00659              0.00203
         66956.92188        4298075.50000             -0.00775              0.00312
         67153.05469        4297199.00000             -0.00792              0.00393
         66580.03125        4296495.50000             -0.00725              0.00355
         66749.63281        4295671.00000             -0.00739              0.00380
         66204.69531        4295076.00000             -0.00730              0.00359
         66434.96875        4294319.00000             -0.00747              0.00442
         65910.91406        4293773.00000             -0.00707              0.00384
         66185.18750        4293041.00000             -0.00736              0.00476
         65669.99219        4292506.50000             -0.00699              0.00416
         65972.34375        4291786.50000             -0.00801              0.00497
         65471.10547        4291255.50000             -0.00791              0.00432
         65764.87500        4290550.50000             -0.00746              0.00585
         65245.43359        4290014.50000             -0.00748              0.00505
         65488.64844        4289349.00000             -0.00738              0.00614
         65027.55078        4288793.50000             -0.00779              0.00540
         65494.29297        4288160.50000             -0.00729              0.00616
         65178.79297        4287595.00000             -0.00851              0.00604
         65620.10156        4286959.00000             -0.00792              0.00794
         65149.43750        4286379.50000             -0.00940              0.00721
         65506.96875        4285716.00000             -0.00793              0.00854
         66283.80469        4285574.50000             -0.00773              0.01073
         66611.10156        4284878.50000             -0.00825              0.01255
         66169.42969        4284357.00000             -0.00914              0.01145
         66542.29688        4283700.00000             -0.01000              0.01379
         66116.32031        4283198.00000             -0.01082              0.01206
         66458.30469        4282554.50000             -0.01159              0.01451
         65993.57813        4282039.50000             -0.01276              0.01205
         66292.17188        4281409.50000             -0.01474              0.01485
         65846.50000        4280899.00000             -0.01656              0.01142
         66131.71094        4280327.50000             -0.01883              0.01442
         65771.42188        4279819.50000             -0.01924              0.00989
         66228.12500        4279296.50000             -0.01825              0.01418
         65957.42969        4278777.00000             -0.02248              0.01126
         66264.93750        4278215.00000             -0.02685              0.01598
         66903.67188        4278119.50000             -0.02628              0.02628
         66979.85156        4277452.50000             -0.02710              0.03091
         67532.32031        4277298.00000             -0.02534              0.04325
         67575.69531        4276677.50000             -0.03182              0.04897
         68130.33594        4276523.00000             -0.02969              0.06774
         68212.57031        4275982.50000             -0.03657              0.07698
         67823.14063        4275569.00000             -0.04011              0.05463
         68149.09375        4275092.50000             -0.04305              0.06074
         67912.47656        4274678.50000             -0.08589              0.06368
         68261.92188        4274242.00000             -0.09509              0.09657
         67943.21094        4273827.50000             -0.03330              0.05373
         68199.50000        4273379.50000              0.01346              0.06638
         68724.48438        4273303.00000              0.04489              0.11505
         68832.86719        4272817.00000              0.11981              0.09640
         69278.94531        4272671.50000              0.23364              0.18938
         69686.08594        4272964.50000              0.10071              0.27136
         70122.25781        4272711.00000              0.12621              0.25909
         70170.89844        4272228.50000              0.24412              0.20326
         70580.08594        4271970.00000              0.31711              0.34421
         70566.26563        4271566.00000              0.37652              0.33212
         70898.89063        4271319.50000              0.14447              0.22417
         70834.19531        4270974.00000              0.13501              0.18967
         71175.92188        4270694.00000              0.08668              0.16441
         71094.24219        4270389.50000              0.03994              0.15675
         71397.72656        4270079.00000              0.00499              0.13185
         71306.92188        4269808.50000             -0.01932              0.12435
         71474.21094        4269441.50000             -0.05458              0.09961
         71741.07031        4269319.00000             -0.07394              0.07864
         71772.16406        4268895.50000             -0.08429              0.06775
         72041.11719        4268750.00000             -0.08727              0.07678
         72025.19531        4268321.50000             -0.08314              0.07278
         72299.45313        4268153.50000             -0.08006              0.07719
         72281.43750        4267748.50000             -0.07512              0.06835
         72532.06250        4267552.50000             -0.07875              0.05589
         72452.96094        4267158.00000             -0.07347              0.05116
         72168.62500        4267061.00000             -0.06334              0.05919
         72020.46875        4266740.00000             -0.05881              0.05652
         71692.10938        4266742.50000             -0.05082              0.06165
         71467.51563        4266429.50000             -0.04589              0.05732
         71132.03125        4266472.50000             -0.03986              0.05802
         70889.34375        4266150.50000             -0.03639              0.05519
         70564.50000        4266210.00000             -0.03164              0.05474
         70295.00000        4265877.00000             -0.02811              0.05016
         70355.92188        4265487.50000             -0.03125              0.04735
         70066.39844        4265149.00000             -0.02834              0.04358
         69688.28125        4265197.50000             -0.02633              0.04176
         69388.09375        4264841.00000             -0.02560              0.03863
         69018.03906        4264873.00000             -0.02375              0.03840
         68694.86719        4264505.50000             -0.02378              0.03690
         68808.61719        4264107.50000             -0.02496              0.03598
         68528.03125        4263740.00000             -0.02395              0.03392
         68772.05469        4263343.50000             -0.02241              0.03463
         68536.73438        4262973.00000             -0.02134              0.03370
         68848.85938        4262587.00000             -0.02056              0.03393
         68616.83594        4262200.00000             -0.01930              0.03367
         68945.75781        4261789.00000             -0.01873              0.03479
         68684.02344        4261378.50000             -0.01742              0.03465
         68944.57813        4260955.00000             -0.01613              0.03679
         68632.61719        4260532.50000             -0.01524              0.03566
         68128.75000        4260530.00000             -0.01395              0.03279
         67720.48438        4260085.00000             -0.01259              0.03111
         67912.38281        4259711.50000             -0.01530              0.03140
         67689.23438        4259240.00000             -0.01365              0.02951
         68188.71094        4258977.50000             -0.01408              0.03371
         68284.56250        4258496.00000             -0.01484              0.03292
         67840.04688        4258134.50000             -0.01404              0.03090
         67939.96875        4257577.00000             -0.01549              0.03198
         68458.07031        4257363.00000             -0.01694              0.03436
         68525.54688        4256770.00000             -0.01749              0.03449
         68102.80469        4256465.00000             -0.01768              0.03240
         68048.78125        4255912.00000             -0.01861              0.03275
         68492.28125        4255585.50000             -0.01867              0.03535
         68381.82813        4255014.00000             -0.02306              0.03424
         68901.44531        4254645.00000             -0.02258              0.03953
         68857.61719        4254065.00000             -0.02341              0.03954
         69332.42188        4253642.50000             -0.02380              0.04311
         69346.97656        4253045.50000             -0.02345              0.04497
         69810.77344        4252617.50000             -0.02110              0.05447
         69783.62500        4252106.50000             -0.02440              0.05992
         70111.37500        4251743.00000             -0.00974              0.07652
         70035.67188        4251257.00000             -0.00757              0.04228
         70257.40625        4250922.00000             -0.00765              0.02632
         70156.02344        4250477.50000             -0.02958             -0.00588
         70422.37500        4250280.50000             -0.05610             -0.03082
         70444.14844        4249881.00000             -0.03689             -0.04560
         70805.70313        4249699.50000             -0.02911             -0.02899
         71171.14063        4249947.00000             -0.03967             -0.02293
         71512.51563        4249682.00000             -0.03066             -0.03893
         71866.71094        4249827.50000             -0.03833              0.04171
         72147.37500        4249466.50000              0.06042              0.16067
         72456.63281        4249588.50000              0.04895              0.08251
         72809.48438        4249266.00000              0.07362              0.22405
         73072.05469        4249456.00000             -0.03466              0.25221
         72829.41406        4248787.00000             -0.02477              0.13967
         73108.71875        4248480.50000             -0.04226              0.10717
         73083.74219        4247959.00000             -0.04308              0.07614
         72786.06250        4247774.50000             -0.01434              0.06472
         72743.96094        4247231.50000             -0.02617              0.04701
         72428.68750        4247127.00000             -0.01168              0.04507
         72230.50781        4246737.00000             -0.00508              0.03318
         72320.92969        4246330.50000             -0.01819              0.02618
         71946.25000        4246048.00000             -0.01240              0.02115
         72008.85938        4245620.00000             -0.01350              0.01745
         71619.18750        4245390.00000             -0.00853              0.01216
         71663.13281        4244975.00000             -0.00978              0.01005
         71260.87500        4244764.50000             -0.00640              0.00542
         71271.84375        4244344.50000             -0.00797              0.00417
         71645.07031        4244133.00000             -0.00959              0.00388
         71663.53125        4243691.50000             -0.00857              0.00297
         71311.92188        4243478.50000             -0.00754             -0.00052
         71386.80469        4243023.50000             -0.00318              0.00057
         71010.37500        4242817.00000             -0.00172             -0.00369
         71067.61719        4242383.00000              0.00249             -0.00105
         71572.35938        4242117.00000              0.00218             -0.00250
         71605.57813        4241696.00000              0.00939             -0.00037
         71155.11719        4241507.50000              0.01068             -0.00269
         71292.08594        4241029.00000              0.01833             -0.00743
         70975.03125        4240752.50000              0.01325              0.00297
         71162.12500        4240262.00000             -0.01196             -0.00487
         70766.61719        4239962.00000             -0.01160             -0.00178
         93196.71094        4332958.50000             -0.00452              0.00531
         92658.03125        4332970.50000              0.02681              0.06140
         92406.99219        4333491.50000             -0.05716              0.01945
         91800.99219        4333556.50000             -0.06546             -0.00590
         91390.74219        4333232.50000             -0.03591              0.01328
         91404.80469        4332633.00000              0.03973              0.00426
         90781.01563        4332374.00000              0.06977             -0.02036
         90562.17969        4331798.50000              0.02904             -0.00688
         89876.82031        4331606.50000              0.02937             -0.02362
         89605.95313        4331040.00000              0.01311             -0.01642
         88913.75781        4330885.50000              0.01384             -0.02440
         88495.13281        4331345.00000              0.01043             -0.02507
         87812.29688        4331266.00000              0.00950             -0.02551
         87542.96094        4330667.00000              0.00354             -0.02066
         86867.16406        4330604.00000              0.00395             -0.02441
         86596.60938        4329952.00000             -0.00272             -0.02187
         85877.96094        4329951.50000             -0.00310             -0.02431
         85458.69531        4329401.00000             -0.01224             -0.01764
         85692.24219        4328806.00000             -0.00766             -0.01733
         85209.88281        4328275.50000             -0.00880             -0.01595
         84527.86719        4328312.50000             -0.00942             -0.01809
         84206.89063        4327659.50000             -0.00625             -0.00906
         83535.46094        4327654.00000             -0.00562             -0.01074
         83260.39844        4326955.00000             -0.00325             -0.00838
         82558.16406        4326964.00000             -0.00089             -0.01151
         82181.65625        4326312.00000              0.00505             -0.01075
         81407.54688        4326383.00000              0.00642             -0.01226
         80951.77344        4325778.50000              0.00299             -0.00926
         80185.27344        4325877.00000              0.00248             -0.00831
         79765.71094        4325244.00000              0.00074             -0.00494
         79051.57031        4325328.50000             -0.00028             -0.00434
         78656.96094        4324664.00000              0.00052             -0.00197
         77942.07031        4324768.50000             -0.00014             -0.00270
         77518.86719        4324121.00000              0.00035             -0.00123
         76801.88281        4324250.00000              0.00003             -0.00227
         76393.32813        4323588.50000              0.00005             -0.00092
         75722.07813        4323706.00000             -0.00064             -0.00106
         75333.52344        4323022.00000             -0.00140              0.00133
         74680.41406        4323151.50000             -0.00190              0.00105
         74224.54688        4322514.00000             -0.00071              0.00036
         73586.12500        4322703.00000             -0.00178              0.00030
         73015.30469        4322160.50000             -0.00091              0.00107
         73106.34375        4321424.00000             -0.00181              0.00192
         72541.42969        4320893.00000             -0.00355              0.00125
         72746.60156        4320151.00000             -0.00466              0.00236
         72214.11719        4319597.00000             -0.00880              0.00250
         72422.85938        4318868.50000             -0.00833              0.00262
         71887.03906        4318310.00000             -0.00799              0.00271
         72083.27344        4317582.00000             -0.00774              0.00268
         71529.14844        4317032.00000             -0.00710              0.00158
         71708.23438        4316303.50000             -0.00748              0.00148
         71136.66406        4315765.00000             -0.00909              0.00201
         71300.41406        4315034.50000             -0.00806              0.00210
         70714.51563        4314503.50000             -0.00876              0.00324
         70858.50781        4313768.00000             -0.00721              0.00286
         71593.37500        4313546.50000             -0.00708              0.00306
         71725.23438        4312788.50000             -0.00920              0.00283
         71115.10938        4312273.50000             -0.00788              0.00213
         71228.11719        4311517.00000             -0.00848              0.00208
         70595.34375        4311018.50000             -0.00825              0.00201
         70681.95313        4310265.00000             -0.00882              0.00217
         70023.25000        4309785.50000             -0.00919              0.00214
         70080.01563        4309040.00000             -0.01043              0.00236
         70799.36719        4308715.00000             -0.01071              0.00189
         70822.19531        4307918.00000             -0.01054              0.00137
         70125.18750        4307511.50000             -0.00979              0.00162
         70099.82813        4306727.00000             -0.00867              0.00107
         69374.20313        4306351.00000             -0.00867              0.00109
         69312.98438        4305583.00000             -0.00897              0.00119
         68570.34375        4305239.50000             -0.00949              0.00147
         68476.59375        4304493.50000             -0.00963              0.00073
         67707.00000        4304183.50000             -0.00953              0.00121
         67578.78125        4303462.00000             -0.00840              0.00060
         66782.78125        4303187.00000             -0.00858              0.00120
         66624.54688        4302492.00000             -0.00960              0.00134
         67199.95313        4301974.00000             -0.00933              0.00126
         66950.66406        4301213.00000             -0.01054              0.00155
         67379.60938        4300537.50000             -0.00917              0.00169
         67042.02344        4299720.00000             -0.00865              0.00167
         66336.11719        4299673.00000             -0.00876              0.00125
         65957.32031        4298918.00000             -0.00867              0.00180
         66231.53125        4298156.50000             -0.00821              0.00315
         65741.83594        4297425.50000             -0.00758              0.00273
         65894.20313        4296641.00000             -0.00805              0.00276
         65326.25391        4295974.50000             -0.00774              0.00246
         65467.14844        4295234.00000             -0.00775              0.00326
         64918.10547        4294648.50000             -0.00742              0.00269
         65131.59375        4293944.00000             -0.00771              0.00302
         64615.21875        4293384.50000             -0.00782              0.00276
         64879.33984        4292678.50000             -0.00775              0.00299
         64376.71484        4292116.00000             -0.00826              0.00258
         64666.13281        4291413.00000             -0.00826              0.00330
         64179.23828        4290848.00000             -0.00920              0.00306
         64464.77344        4290154.50000             -0.00789              0.00371
         63982.43750        4289574.00000             -0.00850              0.00337
         64302.00391        4288878.50000             -0.00804              0.00356
         63868.02734        4288293.50000             -0.00891              0.00309
         64278.07813        4287643.50000             -0.00879              0.00412
         63891.79297        4287091.00000             -0.01016              0.00336
         64321.84766        4286463.50000             -0.00954              0.00463
         63909.83984        4285900.50000             -0.01003              0.00367
         64279.42969        4285258.50000             -0.00938              0.00497
         65048.97266        4285157.50000             -0.00935              0.00765
         65384.13281        4284494.00000             -0.00941              0.00815
         64950.85156        4283949.50000             -0.01117              0.00688
         65310.17188        4283310.50000             -0.01114              0.00821
         64900.24219        4282772.00000             -0.01251              0.00644
         65241.66406        4282144.50000             -0.01266              0.00784
         64815.38281        4281593.50000             -0.01453              0.00529
         65121.61719        4280978.00000             -0.01583              0.00626
         64721.90625        4280424.50000             -0.01702              0.00264
         65086.50000        4279837.50000             -0.01726              0.00319
         64760.62891        4279302.50000             -0.01964             -0.00009
         65174.86328        4278765.00000             -0.02171              0.00256
         64851.71875        4278250.00000             -0.02140             -0.00340
         65164.53516        4277689.50000             -0.02341             -0.00436
         65795.17969        4277643.00000             -0.02473              0.00595
         65934.83594        4277021.00000             -0.02484              0.00446
         66480.76563        4276926.00000             -0.02505              0.01739
         66566.66406        4276295.50000             -0.02690              0.01234
         67109.11719        4276201.50000             -0.02925              0.03108
         67274.32813        4275633.50000             -0.02957              0.02990
         66925.65625        4275170.00000             -0.05072              0.02039
         67237.85156        4274691.50000             -0.08407              0.03156
         66969.95313        4274269.50000             -0.05504              0.00256
         67325.87500        4273842.00000             -0.03863              0.00186
         67062.47656        4273423.50000              0.01126             -0.01424
         67352.03125        4272988.00000              0.06089              0.00044
         67871.71094        4272958.50000              0.09226              0.04472
         68023.29688        4272478.50000              0.15177              0.05684
         68459.47656        4272413.50000              0.22145              0.11703
         68509.28906        4271906.00000              0.40153              0.18337
         68882.82813        4271835.00000              0.46006              0.24528
         69279.09375        4272197.00000              0.46807              0.24478
         69734.87500        4272007.50000              0.34359             -0.00000
         70088.07031        4271472.00000              0.47516              0.22237
         70045.21094        4271107.00000              0.13724              0.23657
         70458.71875        4270855.00000              0.12995              0.18627
         70445.63281        4270453.00000              0.06213              0.18287
         70739.42188        4270267.50000              0.03635              0.16262
         70731.70313        4269856.50000             -0.00292              0.14730
         70995.71875        4269708.00000             -0.02002              0.13827
         70989.57813        4269294.00000             -0.04910              0.11847
         71248.23438        4269154.50000             -0.06526              0.10000
         71254.51563        4268763.50000             -0.07234              0.08331
         71511.59375        4268626.50000             -0.08316              0.06910
         71480.92188        4268211.00000             -0.08021              0.06068
         71725.57031        4268051.50000             -0.07211              0.07612
         71775.51563        4267575.50000             -0.06075              0.07029
         72057.11719        4267440.50000             -0.06594              0.06914
         71512.58594        4267359.00000             -0.05390              0.06940
         71493.69531        4267030.50000             -0.05013              0.06462
         71084.00781        4267032.50000             -0.04415              0.06099
         70946.93750        4266787.50000             -0.04064              0.05824
         70528.78906        4266790.00000             -0.03552              0.05858
         70389.03906        4266534.50000             -0.03130              0.05489
         69953.08594        4266516.50000             -0.02538              0.05214
         69821.78906        4266260.50000             -0.02402              0.04849
         69988.24219        4265945.50000             -0.02486              0.04909
         69671.05469        4265605.00000             -0.02216              0.04403
         69391.11719        4265684.50000             -0.02041              0.04257
         69024.82031        4265515.50000             -0.01908              0.04105
         68855.14063        4265225.00000             -0.02012              0.04001
         68439.74219        4265227.50000             -0.01763              0.04243
         68258.76563        4264967.00000             -0.01812              0.04215
         68350.99219        4264597.00000             -0.02050              0.04016
         67997.74219        4264432.00000             -0.01752              0.03925
         67847.65625        4264104.50000             -0.01834              0.03707
         68069.74219        4263756.00000             -0.02154              0.03421
         67790.80469        4263365.50000             -0.02066              0.03210
         68013.77344        4262978.50000             -0.01972              0.03123
         67759.14063        4262592.00000             -0.01919              0.03031
         68050.08594        4262200.00000             -0.01789              0.03052
         67813.78906        4261791.00000             -0.01765              0.03018
         68118.81250        4261381.00000             -0.01672              0.03149
         67875.49219        4260954.50000             -0.01529              0.03104
         67367.14844        4260880.00000             -0.01502              0.02755
         67235.98438        4260302.50000             -0.01170              0.02760
         66773.25781        4260172.00000             -0.01160              0.02302
         66561.44531        4259675.50000             -0.00891              0.02141
         66683.85156        4259135.50000             -0.01151              0.02241
         67157.02344        4258943.00000             -0.01290              0.02484
         67211.98438        4258319.00000             -0.01409              0.02560
         66763.82813        4257932.50000             -0.01274              0.02203
         66859.45313        4257368.50000             -0.01466              0.02307
         67407.53125        4257198.00000             -0.01384              0.02880
         67502.89844        4256679.00000             -0.01664              0.02957
         67090.35156        4256310.00000             -0.01519              0.02651
         67388.89063        4255818.00000             -0.01763              0.02757
         67072.50000        4255415.00000             -0.01668              0.02444
         67289.74219        4254927.50000             -0.01938              0.02632
         67853.90625        4254750.00000             -0.02002              0.03128
         67873.79688        4254228.00000             -0.02367              0.03016
         68357.89063        4253912.00000             -0.02212              0.03580
         68175.96875        4253381.50000             -0.01578              0.03482
         68430.02344        4252988.00000             -0.01780              0.03119
         68955.19531        4252846.50000             -0.01850              0.03436
         68995.83594        4252288.50000             -0.01600              0.03340
         69360.46875        4251976.50000             -0.01734              0.03063
         69249.43750        4251555.00000             -0.01867              0.03498
         69437.50781        4251264.50000              0.00061              0.04328
         69745.28906        4251118.00000              0.03204              0.08399
         69592.10156        4250749.50000              0.03343              0.04978
         69589.42969        4250460.50000             -0.01679              0.02494
         69864.57031        4250283.50000             -0.01962             -0.00434
         69777.83594        4249847.50000             -0.02180             -0.01484
         70091.06250        4249642.50000             -0.02271             -0.04147
         70089.24219        4249247.00000             -0.00829             -0.04792
         70451.83594        4249041.00000              0.01916             -0.03244
         70815.21094        4249254.50000              0.01037             -0.03080
         71156.41406        4249002.50000              0.01657             -0.04039
         71488.28906        4249182.50000              0.01506             -0.01075
         71785.89063        4248853.50000              0.08018              0.10434
         72090.78125        4248992.00000              0.07187              0.13825
         72521.42188        4248619.50000              0.07271              0.13951
         72503.03906        4248129.00000             -0.02700              0.08673
         72196.82031        4247981.00000              0.04448              0.08534
         72164.56250        4247522.00000             -0.01726              0.06415
         71856.83594        4247387.00000              0.02677              0.05137
         71857.68750        4246923.50000             -0.00638              0.03844
         71563.83594        4246757.00000              0.01456              0.02795
         71561.97656        4246287.50000             -0.00949              0.02252
         71235.01563        4246125.50000              0.00572              0.01098
         71229.61719        4245655.50000             -0.00890              0.00780
         70905.35938        4245499.00000              0.00035              0.00068
         70892.67188        4245023.00000             -0.00864             -0.00115
         70571.96875        4244867.00000             -0.00314             -0.00602
         70531.21094        4244368.50000             -0.00873             -0.00720
         70862.88281        4244104.50000             -0.00516              0.00033
         70884.49219        4243680.50000             -0.00550             -0.00012
         70511.79688        4243417.00000             -0.00331             -0.00235
         70562.78906        4243008.50000             -0.00390             -0.00096
         70184.03906        4242747.00000             -0.00186             -0.00286
         70227.60938        4242349.50000             -0.00090             -0.00059
         70663.60156        4242177.50000              0.00232             -0.00037
         70717.89063        4241723.00000              0.00454              0.00282
         70340.10156        4241462.50000              0.00660              0.00117
         70460.27344        4240970.50000              0.01930              0.00840
         70121.17969        4240690.00000              0.01225              0.01785
         70240.42969        4240172.50000             -0.01763              0.02375
         69833.41406        4239922.00000              0.00162              0.00385
         69809.07813        4239423.50000              0.00614              0.00676
         90781.23438        4333506.50000             -0.07765             -0.00700
         90379.50000        4333202.00000             -0.02803             -0.05742
         90365.22656        4332669.50000              0.03725             -0.03011
         89748.78906        4332481.50000              0.05065             -0.04252
         89479.22656        4331994.50000              0.01602             -0.02851
         88789.73438        4331887.50000              0.01035             -0.03305
         88437.46094        4332341.50000              0.01517             -0.03019
         87767.67188        4332328.00000              0.01060             -0.02124
         87437.11719        4331795.00000              0.01145             -0.02559
         86774.43750        4331790.00000              0.01276             -0.02388
         86473.82031        4331198.00000              0.00391             -0.02653
         85811.89063        4331208.50000              0.00437             -0.02654
         85486.57813        4330614.00000             -0.00166             -0.02685
         84779.71094        4330674.00000             -0.00383             -0.02332
         84352.60938        4330123.00000             -0.00774             -0.02221
         84640.21094        4329512.00000             -0.01345             -0.02127
         84191.74219        4328954.00000             -0.00851             -0.01711
         83446.79688        4329018.50000             -0.01086             -0.01521
         83111.48438        4328371.50000             -0.01178             -0.01238
         82449.79688        4328393.50000             -0.01131             -0.01210
         82171.53906        4327684.50000             -0.00560             -0.00994
         81489.25000        4327712.50000             -0.00328             -0.01082
         81101.77344        4327063.50000              0.00034             -0.01085
         80351.12500        4327174.50000              0.00185             -0.01315
         79890.39844        4326592.50000              0.00124             -0.00833
         79144.35156        4326733.00000             -0.00049             -0.00742
         78725.07813        4326102.50000             -0.00000             -0.00477
         78042.32813        4326209.00000             -0.00123             -0.00373
         77653.92969        4325539.00000             -0.00102             -0.00329
         76961.82031        4325652.50000             -0.00159             -0.00316
         76532.97656        4325011.00000             -0.00202             -0.00275
         75835.25781        4325174.00000             -0.00290             -0.00253
         75432.91406        4324530.50000             -0.00196             -0.00178
         74797.77344        4324666.00000             -0.00314             -0.00152
         74433.82813        4323971.50000             -0.00372              0.00031
         73828.79688        4324113.00000             -0.00480             -0.00065
         73436.96875        4323482.50000             -0.00255             -0.00104
         72866.90625        4323719.00000             -0.00378             -0.00145
